YardLine,PenaltyTeam,PenaltyType,Referee,TeamType
35,LAR,OFFENSIVE HOLDING,John Parry,Defense
39,LAR,ILLEGAL USE OF HANDS,John Parry,Defense
55,LAR,ILLEGAL SHIFT,John Parry,Offense
84,LAR,DELAY OF GAME,John Parry,Offense
7,ARI,DEFENSIVE OFFSIDE,John Parry,Defense
70,LAR,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
45,LAR,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
12,LAR,FALSE START,John Parry,Offense
13,LAR,OFFENSIVE HOLDING,Bill Vinovich,Defense
35,LAR,OFFENSIVE HOLDING,Bill Vinovich,Defense
49,LAR,FALSE START,Bill Vinovich,Offense
83,ARI,DELAY OF GAME,Bill Vinovich,Offense
35,LAR,FALSE START,Bill Vinovich,Offense
19,LAR,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
60,LAR,OFFENSIVE HOLDING,Bill Vinovich,Defense
33,LAR,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
27,LAR,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
62,ARI,OFFENSIVE PASS INTERFERENCE,Bill Vinovich,Offense
83,ARI,OFFENSIVE HOLDING,Bill Vinovich,Offense
30,ARI,FACE MASK (15 YARDS),Gene Steratore,Offense
22,LAR,ILLEGAL CONTACT,Gene Steratore,Defense
61,LAR,INELIGIBLE DOWNFIELD PASS,Gene Steratore,Offense
65,LAR,OFFENSIVE HOLDING,Gene Steratore,Offense
55,LAR,FALSE START,Gene Steratore,Offense
48,ARI,DEFENSIVE OFFSIDE,Gene Steratore,Defense
81,LAR,ILLEGAL FORMATION,Gene Steratore,Offense
56,LAR,FALSE START,Gene Steratore,Offense
77,ARI,FALSE START,Gene Steratore,Offense
87,ARI,OFFENSIVE HOLDING,Gene Steratore,Offense
39,ARI,OFFENSIVE HOLDING,Gene Steratore,Offense
27,ARI,DEFENSIVE HOLDING,Gene Steratore,Defense
31,LAR,ROUGHING THE PASSER,Gene Steratore,Defense
26,ARI,OFFENSIVE HOLDING,Gene Steratore,Offense
43,LAR,HORSE COLLAR TACKLE,Gene Steratore,Offense
55,LAR,UNNECESSARY ROUGHNESS,Gene Steratore,Defense
59,LAR,OFFENSIVE HOLDING,Gene Steratore,Defense
62,ARI,FALSE START,Gene Steratore,Offense
41,ARI,OFFENSIVE HOLDING,Craig Wrolstad,Offense
51,LAR,DEFENSIVE OFFSIDE,Craig Wrolstad,Defense
86,ARI,FACE MASK (15 YARDS),Craig Wrolstad,Offense
52,LAR,UNNECESSARY ROUGHNESS,Craig Wrolstad,Defense
75,LAR,OFFENSIVE HOLDING,Craig Wrolstad,Offense
84,LAR,LEAPING,Craig Wrolstad,Defense
62,LAR,ILLEGAL MOTION,Craig Wrolstad,Offense
19,LAR,FALSE START,Craig Wrolstad,Offense
27,LAR,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
38,ARI,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
32,LAR,FALSE START,Craig Wrolstad,Offense
25,ARI,ROUGHING THE PASSER,Craig Wrolstad,Defense
22,ARI,INVALID FAIR CATCH SIGNAL,Craig Wrolstad,Defense
19,LAR,INELIGIBLE DOWNFIELD KICK,Craig Wrolstad,Offense
71,LAR,FALSE START,Craig Wrolstad,Offense
71,ARI,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
51,ARI,OFFENSIVE HOLDING,Brad Allen,Offense
33,LAR,DEFENSIVE HOLDING,Brad Allen,Defense
67,ARI,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
18,ARI,DELAY OF GAME,Brad Allen,Offense
65,ARI,ILLEGAL CONTACT,Brad Allen,Defense
58,ARI,UNNECESSARY ROUGHNESS,Brad Allen,Defense
76,LAR,FALSE START,Brad Allen,Offense
90,LAR,OFFENSIVE HOLDING,Brad Allen,Offense
62,ARI,ILLEGAL CONTACT,Brad Allen,Defense
70,ARI,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
42,LAR,OFFENSIVE HOLDING,Brad Allen,Defense
63,ARI,FALSE START,Brad Allen,Offense
13,ARI,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
24,LAR,FALSE START,Brad Allen,Offense
73,ARI,OFFENSIVE HOLDING,Brad Allen,Offense
33,LAR,ILLEGAL BLOCK ABOVE THE WAIST,Brad Allen,Defense
44,ARI,ENCROACHMENT,Brad Allen,Defense
25,LAR,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
57,ARI,FALSE START,Ronald Torbert,Offense
69,LAR,DEFENSIVE HOLDING,Ronald Torbert,Defense
64,LAR,DELAY OF GAME,Ronald Torbert,Offense
58,LAR,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
25,ARI,OFFENSIVE HOLDING,Ronald Torbert,Offense
65,ARI,DEFENSIVE HOLDING,Ronald Torbert,Defense
18,LAR,ILLEGAL SHIFT,Ronald Torbert,Offense
50,LAR,FALSE START,Ronald Torbert,Offense
34,ARI,OFFENSIVE HOLDING,Ronald Torbert,Offense
63,ARI,ENCROACHMENT,Ronald Torbert,Defense
97,LAR,ILLEGAL FORMATION,Ronald Torbert,Offense
74,LAR,FALSE START,Ronald Torbert,Offense
35,LAR,OFFENSIVE HOLDING,Ronald Torbert,Defense
43,LAR,OFFENSIVE HOLDING,Ronald Torbert,Defense
95,LAR,OFFENSIVE HOLDING,Craig Wrolstad,Offense
3,ARI,FALSE START,Craig Wrolstad,Offense
16,ARI,OFFENSIVE HOLDING,Craig Wrolstad,Offense
39,ARI,OFFENSIVE HOLDING,Craig Wrolstad,Offense
58,ARI,ROUGHING THE PASSER,Craig Wrolstad,Defense
25,ARI,FALSE START,Craig Wrolstad,Offense
16,LAR,ILLEGAL BLOCK ABOVE THE WAIST,Craig Wrolstad,Defense
24,LAR,OFFENSIVE HOLDING,Craig Wrolstad,Defense
96,ARI,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
35,LAR,FACE MASK (15 YARDS),Craig Wrolstad,Offense
38,ARI,FALSE START,Craig Wrolstad,Offense
55,LAR,FALSE START,Craig Wrolstad,Offense
98,ARI,NEUTRAL ZONE INFRACTION,Craig Wrolstad,Defense
35,ARI,DEFENSIVE HOLDING,Craig Wrolstad,Defense
3,ARI,ILLEGAL MOTION,Jerome Boger,Offense
97,MIA,TAUNTING,Jerome Boger,Offense
35,MIA,OFFENSIVE HOLDING,Jerome Boger,Defense
61,MIA,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
40,ARI,OFFENSIVE HOLDING,Jerome Boger,Offense
53,ARI,TAUNTING,Jerome Boger,Offense
54,MIA,ILLEGAL CONTACT,Jerome Boger,Defense
49,MIA,DEFENSIVE OFFSIDE,Jerome Boger,Defense
8,ARI,DELAY OF GAME,Jerome Boger,Offense
70,ARI,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
53,MIA,FALSE START,Jerome Boger,Offense
57,ARI,DEFENSIVE HOLDING,Jerome Boger,Defense
14,MIA,OFFENSIVE HOLDING,Jerome Boger,Offense
97,MIA,OFFENSIVE HOLDING,Jerome Boger,Offense
28,MIA,NEUTRAL ZONE INFRACTION,Jerome Boger,Defense
37,MIA,UNNECESSARY ROUGHNESS,Jerome Boger,Offense
64,MIA,FALSE START,Jerome Boger,Offense
62,ARI,ENCROACHMENT,Jerome Boger,Defense
8,MIA,DEFENSIVE HOLDING,Jerome Boger,Defense
25,MIA,OFFENSIVE HOLDING,Jerome Boger,Offense
36,MIA,ILLEGAL CONTACT,Jerome Boger,Defense
29,ARI,OFFENSIVE HOLDING,Jerome Boger,Defense
48,MIN,DEFENSIVE OFFSIDE,Gene Steratore,Defense
22,ARI,DEFENSIVE HOLDING,Gene Steratore,Defense
42,ARI,DEFENSIVE 12 ON-FIELD,Gene Steratore,Defense
76,MIN,OFFENSIVE HOLDING,Gene Steratore,Offense
29,MIN,OFFENSIVE HOLDING,Gene Steratore,Defense
41,ARI,DEFENSIVE OFFSIDE,Gene Steratore,Defense
16,MIN,DEFENSIVE OFFSIDE,Gene Steratore,Defense
66,ARI,DEFENSIVE HOLDING,Gene Steratore,Defense
74,ARI,DEFENSIVE OFFSIDE,Gene Steratore,Defense
80,ARI,DEFENSIVE HOLDING,Gene Steratore,Defense
28,MIN,DEFENSIVE HOLDING,Clete Blakeman,Defense
45,ARI,INTENTIONAL GROUNDING,Clete Blakeman,Offense
42,MIN,FALSE START,Clete Blakeman,Offense
70,ARI,UNNECESSARY ROUGHNESS,Clete Blakeman,Defense
69,ARI,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
25,ARI,FALSE START,Clete Blakeman,Offense
33,MIN,OFFENSIVE PASS INTERFERENCE,Clete Blakeman,Offense
50,ARI,DEFENSIVE HOLDING,Clete Blakeman,Defense
23,MIN,DELAY OF GAME,Clete Blakeman,Offense
35,ARI,OFFENSIVE HOLDING,Clete Blakeman,Defense
42,ARI,UNNECESSARY ROUGHNESS,Clete Blakeman,Defense
21,ARI,ROUGHING THE PASSER,Clete Blakeman,Defense
33,MIN,ILLEGAL BLOCK ABOVE THE WAIST,Clete Blakeman,Defense
4,MIN,ROUGHING THE PASSER,Clete Blakeman,Defense
72,MIN,DEFENSIVE HOLDING,Clete Blakeman,Defense
52,MIN,ILLEGAL CONTACT,Clete Blakeman,Defense
88,MIN,ILLEGAL USE OF HANDS,Clete Blakeman,Offense
10,MIN,FALSE START,Clete Blakeman,Offense
66,MIN,FALSE START,Jerome Boger,Offense
4,MIN,FALSE START,Jerome Boger,Offense
25,ARI,OFFENSIVE HOLDING,Jerome Boger,Defense
97,MIN,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
53,ARI,OFFENSIVE HOLDING,Jerome Boger,Defense
43,MIN,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
57,ARI,FALSE START,Jerome Boger,Offense
31,ARI,DEFENSIVE OFFSIDE,Jerome Boger,Defense
72,MIN,FALSE START,Jerome Boger,Offense
51,MIN,DEFENSIVE OFFSIDE,Jerome Boger,Defense
35,ARI,ILLEGAL BLOCK ABOVE THE WAIST,Jerome Boger,Defense
29,ARI,ILLEGAL USE OF HANDS,Jerome Boger,Defense
81,MIN,ILLEGAL CONTACT,Jerome Boger,Defense
44,ARI,OFFENSIVE HOLDING,Jerome Boger,Defense
54,MIN,OFFENSIVE PASS INTERFERENCE,Jerome Boger,Offense
85,MIN,ENCROACHMENT,Jerome Boger,Defense
75,MIN,DELAY OF GAME,Jerome Boger,Offense
16,NE,FALSE START,Tony Corrente,Offense
35,ARI,OFFENSIVE HOLDING,Tony Corrente,Defense
85,NE,LEAPING,Tony Corrente,Defense
75,NE,OFFENSIVE HOLDING,Tony Corrente,Offense
78,NE,DELAY OF GAME,Tony Corrente,Offense
54,ARI,ROUGHING THE PASSER,Tony Corrente,Defense
49,ARI,DELAY OF GAME,Tony Corrente,Offense
67,ARI,OFFENSIVE HOLDING,Tony Corrente,Offense
99,NE,DEFENSIVE 12 ON-FIELD,Tony Corrente,Defense
50,NE,DEFENSIVE HOLDING,Tony Corrente,Defense
25,NE,OFFENSIVE HOLDING,Tony Corrente,Offense
30,ARI,NEUTRAL ZONE INFRACTION,Tony Corrente,Defense
75,NE,OFFENSIVE HOLDING,Tony Corrente,Offense
69,ARI,FACE MASK (15 YARDS),Tony Corrente,Offense
37,NE,OFFENSIVE HOLDING,Tony Corrente,Offense
38,NE,DEFENSIVE HOLDING,Tony Corrente,Defense
41,ARI,UNSPORTSMANLIKE CONDUCT,Tony Corrente,Defense
32,NE,TRIPPING,Tony Corrente,Offense
71,NO,FACE MASK (15 YARDS),Walt Anderson,Defense
43,NO,OFFENSIVE HOLDING,Walt Anderson,Offense
47,ARI,DEFENSIVE HOLDING,Walt Anderson,Defense
60,ARI,OFFENSIVE HOLDING,Walt Anderson,Offense
43,NO,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
82,NO,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
35,NO,OFFENSIVE HOLDING,Walt Anderson,Offense
21,NO,FALSE START,Walt Anderson,Offense
62,ARI,DEFENSIVE 12 ON-FIELD,Walt Anderson,Defense
20,NO,DEFENSIVE HOLDING,Walt Anderson,Defense
85,ARI,FALSE START,Walt Anderson,Offense
44,NO,DEFENSIVE HOLDING,Walt Anderson,Defense
45,ARI,DEFENSIVE OFFSIDE,Walt Anderson,Defense
72,NO,FALSE START,Carl Cheffers,Offense
87,NO,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
85,ARI,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
93,ARI,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
67,NO,ROUGHING THE PASSER,Carl Cheffers,Defense
82,NO,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
70,NO,OFFENSIVE HOLDING,Carl Cheffers,Offense
73,ARI,ROUGHING THE PASSER,Carl Cheffers,Defense
44,ARI,FALSE START,Carl Cheffers,Offense
22,NO,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
85,ARI,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
80,ARI,FACE MASK (15 YARDS),Carl Cheffers,Defense
40,ARI,OFFENSIVE HOLDING,Carl Cheffers,Defense
55,NYG,OFFENSIVE HOLDING,John Parry,Offense
47,ARI,ILLEGAL CONTACT,John Parry,Defense
18,NYG,ILLEGAL CONTACT,John Parry,Defense
42,ARI,FACE MASK (15 YARDS),John Parry,Offense
71,ARI,DELAY OF GAME,John Parry,Offense
20,ARI,NEUTRAL ZONE INFRACTION,John Parry,Defense
86,NYG,ILLEGAL CONTACT,John Parry,Defense
20,NYG,PERSONAL FOUL,John Parry,Offense
60,NYG,ILLEGAL CONTACT,John Parry,Defense
74,ARI,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
45,NYG,ILLEGAL USE OF HANDS,John Parry,Defense
35,ARI,OFFENSIVE HOLDING,John Parry,Defense
34,ARI,OFFENSIVE HOLDING,John Parry,Offense
45,ARI,DEFENSIVE HOLDING,John Parry,Defense
38,ARI,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
76,NYG,DEFENSIVE HOLDING,John Parry,Defense
35,NYG,DEFENSIVE HOLDING,John Parry,Defense
40,NYG,OFFENSIVE HOLDING,John Parry,Offense
28,ARI,DEFENSIVE HOLDING,John Parry,Defense
59,NYG,OFFENSIVE HOLDING,John Parry,Offense
60,NYG,DELAY OF GAME,John Parry,Offense
42,ARI,DEFENSIVE OFFSIDE,John Parry,Defense
65,NYG,OFFENSIVE HOLDING,John Parry,Offense
74,NYG,ILLEGAL USE OF HANDS,John Parry,Offense
54,ARI,ILLEGAL BLOCK ABOVE THE WAIST,John Parry,Defense
42,NYG,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
57,NYG,OFFENSIVE HOLDING,John Parry,Defense
82,ARI,OFFENSIVE HOLDING,John Parry,Offense
64,NYG,OFFENSIVE PASS INTERFERENCE,John Parry,Offense
72,NYG,ILLEGAL USE OF HANDS,John Parry,Defense
31,NYG,OFFENSIVE HOLDING,John Parry,Defense
27,ARI,FALSE START,John Parry,Offense
67,NYG,ROUGHING THE PASSER,John Parry,Defense
26,ARI,OFFENSIVE HOLDING,John Parry,Offense
18,NYG,FALSE START,John Parry,Offense
37,ARI,DEFENSIVE 12 ON-FIELD,John Parry,Defense
31,ARI,OFFENSIVE HOLDING,Jerome Boger,Defense
12,ARI,ILLEGAL BLOCK ABOVE THE WAIST,Jerome Boger,Defense
36,NYJ,FALSE START,Jerome Boger,Offense
43,NYJ,DEFENSIVE OFFSIDE,Jerome Boger,Defense
26,ARI,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
31,NYJ,OFFENSIVE PASS INTERFERENCE,Jerome Boger,Offense
31,NYJ,FALSE START,Jerome Boger,Offense
62,ARI,ILLEGAL SHIFT,Jerome Boger,Offense
35,ARI,ENCROACHMENT,Jerome Boger,Defense
48,NYJ,DEFENSIVE HOLDING,Jerome Boger,Defense
57,NYJ,DEFENSIVE HOLDING,Jerome Boger,Defense
53,NYJ,ILLEGAL SHIFT,Jerome Boger,Offense
38,NYJ,DEFENSIVE HOLDING,Jerome Boger,Defense
61,NYJ,FALSE START,Jerome Boger,Offense
67,ARI,DELAY OF GAME,Jerome Boger,Defense
10,ARI,OFFENSIVE HOLDING,Jerome Boger,Offense
82,NYJ,OFFENSIVE HOLDING,Jerome Boger,Offense
70,ARI,FALSE START,Jerome Boger,Offense
45,ARI,ILLEGAL BLOCK ABOVE THE WAIST,Jerome Boger,Offense
83,NYJ,OFFENSIVE HOLDING,Jerome Boger,Offense
56,NYJ,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
31,NYJ,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
15,OAK,ILLEGAL MOTION,Clete Blakeman,Offense
37,ARI,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
45,ARI,OFFENSIVE HOLDING,Clete Blakeman,Offense
34,OAK,ILLEGAL CONTACT,Clete Blakeman,Defense
44,ARI,DEFENSIVE HOLDING,Clete Blakeman,Defense
26,ARI,DEFENSIVE HOLDING,Clete Blakeman,Defense
18,OAK,ROUGHING THE PASSER,Clete Blakeman,Defense
28,ARI,FALSE START,Clete Blakeman,Offense
44,ARI,INELIGIBLE DOWNFIELD PASS,Clete Blakeman,Offense
31,OAK,ILLEGAL BLOCK ABOVE THE WAIST,Clete Blakeman,Defense
93,OAK,DEFENSIVE 12 ON-FIELD,Clete Blakeman,Defense
63,OAK,ILLEGAL CONTACT,Clete Blakeman,Defense
39,ARI,DELAY OF GAME,Clete Blakeman,Offense
32,OAK,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
35,OAK,OFFENSIVE HOLDING,Clete Blakeman,Defense
21,ARI,DEFENSIVE HOLDING,Walt Anderson,Defense
46,PHI,FALSE START,Walt Anderson,Offense
20,PHI,ILLEGAL USE OF HANDS,Walt Anderson,Offense
51,PHI,OFFENSIVE HOLDING,Walt Anderson,Offense
35,PHI,LOW BLOCK,Walt Anderson,Offense
15,ARI,OFFENSIVE 12 ON-FIELD,Walt Anderson,Offense
38,ARI,OFFENSIVE HOLDING,Walt Anderson,Offense
16,PHI,OFFENSIVE PASS INTERFERENCE,Walt Anderson,Offense
41,PHI,ILLEGAL USE OF HANDS,Walt Anderson,Offense
10,ARI,ROUGHING THE PASSER,Walt Anderson,Defense
8,PHI,ROUGHING THE PASSER,Walt Anderson,Defense
23,ARI,OFFENSIVE HOLDING,Walt Anderson,Defense
11,ARI,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
59,ARI,ROUGHING THE PASSER,Walt Anderson,Defense
70,ARI,FALSE START,Walt Anderson,Offense
41,ARI,HORSE COLLAR TACKLE,Walt Anderson,Defense
48,PHI,ENCROACHMENT,Walt Anderson,Defense
53,ARI,FALSE START,Walt Anderson,Offense
53,PHI,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
48,PHI,ILLEGAL USE OF HANDS,Walt Anderson,Defense
20,ARI,OFFENSIVE HOLDING,Walt Anderson,Offense
39,PHI,DEFENSIVE HOLDING,Walt Anderson,Defense
27,PHI,FALSE START,Tony Corrente,Offense
72,PHI,DEFENSIVE PASS INTERFERENCE,Tony Corrente,Defense
35,PHI,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Defense
78,PHI,OFFENSIVE HOLDING,Tony Corrente,Offense
22,ARI,OFFENSIVE HOLDING,Tony Corrente,Offense
32,PHI,FALSE START,Tony Corrente,Offense
50,ARI,DEFENSIVE PASS INTERFERENCE,John Hussey,Defense
73,ARI,NEUTRAL ZONE INFRACTION,John Hussey,Defense
24,ARI,OFFENSIVE HOLDING,John Hussey,Offense
10,PHI,ROUGHING THE PASSER,John Hussey,Defense
37,PHI,OFFENSIVE HOLDING,John Hussey,Offense
25,ARI,TRIPPING,John Hussey,Offense
44,PHI,DEFENSIVE OFFSIDE,John Hussey,Defense
51,ARI,NEUTRAL ZONE INFRACTION,John Hussey,Defense
41,ARI,OFFENSIVE HOLDING,John Hussey,Offense
25,PHI,FACE MASK (15 YARDS),John Hussey,Defense
38,ARI,FALSE START,John Hussey,Offense
35,PHI,OFFENSIVE HOLDING,John Hussey,Offense
44,ARI,OFFENSIVE HOLDING,John Hussey,Defense
95,PHI,OFFENSIVE HOLDING,John Hussey,Offense
63,PIT,DEFENSIVE 12 ON-FIELD,Ed Hochuli,Defense
37,ARI,CHOP BLOCK,Ed Hochuli,Offense
2,ARI,ROUGHING THE PASSER,Ed Hochuli,Defense
37,ARI,OFFENSIVE HOLDING,Ed Hochuli,Offense
31,PIT,ILLEGAL BLOCK ABOVE THE WAIST,Ed Hochuli,Offense
12,ARI,ROUGHING THE PASSER,Ed Hochuli,Defense
25,ARI,ILLEGAL USE OF HANDS,Ed Hochuli,Offense
57,ARI,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
35,PIT,OFFENSIVE HOLDING,Ed Hochuli,Defense
24,PIT,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
43,ARI,OFFENSIVE HOLDING,Ed Hochuli,Offense
63,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
68,ARI,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
43,PIT,FALSE START,Ed Hochuli,Offense
37,ARI,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
80,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
86,ARI,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
98,ARI,ILLEGAL FORMATION,NA,Defense
91,SEA,DEFENSIVE OFFSIDE,NA,Defense
69,ARI,FALSE START,NA,Offense
4,SEA,FACE MASK (15 YARDS),NA,Defense
68,ARI,OFFENSIVE PASS INTERFERENCE,NA,Offense
27,ARI,ILLEGAL SUBSTITUTION,NA,Offense
17,SEA,DEFENSIVE PASS INTERFERENCE,NA,Defense
49,SEA,FACE MASK (15 YARDS),NA,Defense
47,SEA,UNNECESSARY ROUGHNESS,NA,Defense
63,SEA,DEFENSIVE PASS INTERFERENCE,NA,Defense
49,SEA,DEFENSIVE HOLDING,NA,Defense
96,SEA,DELAY OF GAME,NA,Offense
35,ARI,UNSPORTSMANLIKE CONDUCT,NA,Defense
99,SEA,FALSE START,NA,Offense
4,ARI,OFFENSIVE HOLDING,NA,Defense
11,SEA,OFFENSIVE HOLDING,NA,Offense
26,ARI,DEFENSIVE HOLDING,NA,Defense
51,SEA,OFFENSIVE HOLDING,Gene Steratore,Offense
29,SEA,DEFENSIVE OFFSIDE,Gene Steratore,Defense
38,SEA,INELIGIBLE DOWNFIELD PASS,Gene Steratore,Offense
28,SEA,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
50,SEA,FALSE START,Gene Steratore,Offense
85,SEA,FALSE START,Gene Steratore,Offense
78,SEA,FALSE START,Gene Steratore,Offense
77,ARI,FALSE START,Gene Steratore,Offense
60,ARI,OFFENSIVE HOLDING,Gene Steratore,Offense
20,ARI,OFFENSIVE HOLDING,Gene Steratore,Offense
24,SEA,ILLEGAL USE OF HANDS,Gene Steratore,Defense
57,SEA,INELIGIBLE DOWNFIELD PASS,Walt Anderson,Offense
10,SEA,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
67,ARI,OFFENSIVE HOLDING,Walt Anderson,Offense
70,SEA,DEFENSIVE OFFSIDE,Walt Anderson,Defense
35,SEA,UNNECESSARY ROUGHNESS,Walt Anderson,Defense
47,SEA,OFFENSIVE HOLDING,Walt Anderson,Defense
27,SEA,OFFENSIVE HOLDING,Walt Anderson,Defense
35,SEA,ILLEGAL USE OF HANDS,Walt Anderson,Defense
26,SEA,FALSE START,Walt Anderson,Offense
75,SEA,DEFENSIVE OFFSIDE,Walt Anderson,Defense
22,SEA,ILLEGAL USE OF HANDS,Walt Anderson,Defense
96,ARI,FALSE START,Walt Anderson,Offense
40,SEA,DEFENSIVE HOLDING,Walt Anderson,Defense
58,SEA,FALSE START,Walt Anderson,Offense
35,ARI,ILLEGAL USE OF HANDS,Walt Anderson,Offense
45,SEA,FALSE START,Walt Anderson,Offense
13,SEA,UNNECESSARY ROUGHNESS,Clete Blakeman,Defense
20,SEA,OFFENSIVE HOLDING,Clete Blakeman,Offense
22,SEA,OFFENSIVE HOLDING,Clete Blakeman,Offense
85,ARI,FALSE START,Clete Blakeman,Offense
61,SEA,ILLEGAL CONTACT,Clete Blakeman,Defense
32,SEA,FALSE START,Clete Blakeman,Offense
63,ARI,DEFENSIVE HOLDING,Clete Blakeman,Defense
53,SEA,OFFENSIVE HOLDING,Clete Blakeman,Offense
55,SEA,INTENTIONAL GROUNDING,Clete Blakeman,Offense
38,SEA,ILLEGAL CONTACT,Clete Blakeman,Defense
85,ARI,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
43,SEA,FACE MASK (15 YARDS),Clete Blakeman,Offense
50,ARI,ILLEGAL FORMATION,Clete Blakeman,Offense
20,SEA,OFFENSIVE HOLDING,Clete Blakeman,Offense
11,SEA,OFFENSIVE HOLDING,Clete Blakeman,Defense
10,SEA,DELAY OF GAME,Clete Blakeman,Offense
23,ARI,INTENTIONAL GROUNDING,Clete Blakeman,Offense
64,SEA,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
62,SEA,DEFENSIVE HOLDING,Clete Blakeman,Defense
43,SEA,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
28,ARI,FALSE START,Clete Blakeman,Offense
80,ARI,FALSE START,Clete Blakeman,Offense
67,ARI,FALSE START,Clete Blakeman,Offense
36,SEA,FACE MASK (15 YARDS),Brad Allen,Defense
35,ARI,UNNECESSARY ROUGHNESS,Brad Allen,Offense
26,ARI,FACE MASK (15 YARDS),Brad Allen,Offense
39,SEA,FALSE START,Brad Allen,Offense
56,ARI,ILLEGAL USE OF HANDS,Brad Allen,Defense
41,SEA,OFFENSIVE PASS INTERFERENCE,Brad Allen,Offense
13,SEA,UNNECESSARY ROUGHNESS,Brad Allen,Defense
25,ARI,FALSE START,Brad Allen,Offense
39,SEA,ILLEGAL BLOCK ABOVE THE WAIST,Brad Allen,Defense
10,SEA,UNSPORTSMANLIKE CONDUCT,Brad Allen,Defense
31,ARI,FALSE START,Brad Allen,Offense
67,ARI,DEFENSIVE OFFSIDE,Brad Allen,Defense
48,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
21,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
78,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
44,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
99,ARI,DELAY OF GAME,Terry McAulay,Offense
49,SEA,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
38,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
38,SEA,FALSE START,Terry McAulay,Offense
75,ARI,UNSPORTSMANLIKE CONDUCT,Terry McAulay,Offense
27,SEA,DEFENSIVE HOLDING,Terry McAulay,Defense
26,SEA,UNSPORTSMANLIKE CONDUCT,Terry McAulay,Offense
34,SEA,OFFENSIVE HOLDING,Terry McAulay,Offense
72,ARI,FALSE START,Terry McAulay,Offense
43,ARI,OFFENSIVE HOLDING,Terry McAulay,Offense
38,ARI,ILLEGAL MOTION,Terry McAulay,Offense
42,ARI,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
31,SEA,ENCROACHMENT,Terry McAulay,Defense
57,SEA,UNNECESSARY ROUGHNESS,Terry McAulay,Defense
63,ARI,OFFENSIVE HOLDING,Terry McAulay,Offense
46,SEA,DEFENSIVE OFFSIDE,Terry McAulay,Defense
36,ARI,DEFENSIVE OFFSIDE,Ronald Torbert,Defense
